"onto"	"ID"	"Pvalue"	"OddsRatio"	"ExpCount"	"Count"	"Size"	"Term"	"genes2"
"49"	"BP"	"GO:0043409"	0.00253912268312727	2.27595754499308	10.4572907679034	20	75	"negative regulation of MAPK cascade"	"DUSP10 CD300A DUSP4 DUSP6 DUSP7 SPRED2 AKT1 FOXM1 HMGCR LYN MYC ATF3 PRKCA PBK PTPN2 SFRP1 SPRY4 CAV1 ITGB1BP1 SLC9A3R1"
"50"	"BP"	"GO:0055082"	0.00263187040559066	1.60482905035014	36.5308024158758	53	262	"cellular chemical homeostasis"	"CORO1A CLN3 CCR1 CPB2 CYBA DMD SLC26A2 SLC39A14 RAB38 GNA15 STOML2 HMGCR HPX AQP9 KCNJ2 KCNMA1 LYN SMAD4 ASPH MYC ENPP1 PDPK1 PIK3CA PIK3R1 ATP7A CCDC109B PRKCA C10orf2 BCL2 CCL2 CCL8 TMPRSS3 AACS SRF TMBIM6 TFAP2B C3AR1 UCP2 VSNL1 WFS1 XBP1 ATP13A3 CYBRD1 OGT CAV1 IRS2 INPP4B AP3D1 NOL3 ATP6V0D1 SLC9A3R1 GSTO1 ATP6V1G1"
"51"	"BP"	"GO:0006572"	0.00270199460557595	Inf	0.418291630716135	3	3	"tyrosine catabolic process"	"FAH GSTZ1 HGD"
"52"	"BP"	"GO:0006740"	0.00270199460557595	Inf	0.418291630716135	3	3	"NADPH regeneration"	"NNT G6PD IDH1"
"53"	"BP"	"GO:0014819"	0.00270199460557595	Inf	0.418291630716135	3	3	"regulation of skeletal muscle contraction"	"DMD KCNJ2 GSTO1"
"54"	"BP"	"GO:0072501"	0.00270199460557595	Inf	0.418291630716135	3	3	"cellular divalent inorganic anion homeostasis"	"ENPP1 TFAP2B SLC9A3R1"
"55"	"BP"	"GO:0008285"	0.0027177317454963	1.53280584297018	45.8726488352028	64	329	"negative regulation of cell proliferation"	"TOB1 DHRS2 CDKN2A BTG3 CD300A VSIG4 CPB2 CTSV DACH1 DHCR24 E2F3 AIF1 ERBB2 ERBB4 FABP6 FGFR2 GTPBP4 SH3BP4 ALOX15B GATA3 TNFRSF21 CXCL1 APOD IGFBP3 IRF1 AR LYN SMAD4 MNDA ASPH MYC NFIB NOTCH1 GAL SERPINE2 PMAIP1 IFT57 PRKCA EIF2AK2 AZGP1 SMYD2 PELI1 PTGS2 PTPN2 BCL2 SAV1 CCL8 PBLD SFRP1 SRF TFAP2A TFAP2B TFDP1 CLMN CUL4A IFITM1 CAV1 CAV2 RUNX3 PDCD5 ITGB1BP1 SLC9A3R1 MAGED1 ADAMTS1"
"56"	"BP"	"GO:0007165"	0.00273331130378649	1.24643279463934	290.243327556326	326	2096	"signal transduction"	"AKT3 TANK TSPAN5 TSPAN3 ARL4C RASGRP1 OPTN TOB1 ADGRG2 FARP1 CDKN2A TRIM22 CDS1 NDC80 PGRMC2 ACAA2 VAV3 SLC9A6 ARFGEF2 CDC42EP3 CENPF RRAGA HPSE MALT1 RAB40B WWP1 NUPL2 CORO1A CHI3L1 DUSP10 ADCY7 CD300A CLU CLN3 CCR1 MAP3K8 CRABP1 CTSL CTSS CYBA DAP DAPK1 ADGRA3 DHCR24 DIAPH2 DMD DPYSL2 JAG1 DUSP4 DUSP6 DUSP7 E2F3 GPR183 EGF AHR AIF1 SPRED2 ERBB2 ERBB4 AKT1 ESRRG EVI2A ALCAM EZH2 EFEMP1 FCGR1B FCGR2A FCGR2B FCN1 FGFR2 FGFR4 FOXC1 TNIK FOXM1 AKR1B1 GPD1L KANK1 PLCL2 ARHGEF9 PPP1R13B GPR161 CLEC5A LY96 ARFIP2 SH3BP4 RAB38 PRKD3 ALOX15B FYN GABRP ASPM WWTR1 SAMHD1 LSM14A GAS1 GATA3 GHR CYFIP2 TSPAN13 TNFRSF21 RND1 PCLO GNA15 GNAI3 GNAS GRK5 MKNK2 GRB7 NR3C1 CNIH4 CXCL1 GPSM2 MDFIC HCLS1 HDAC2 STOML2 HMGB2 HMGCR FOXA1 HPX IFI16 IFNAR2 APOD IGF2R IGFBP3 IL18 IRF1 ISG20 AR ITGB4 ITPR2 RAB15 KCNN4 KIT KRT8 KRT18 RHOB KRT19 STMN1 LASP1 LPL ARL3 LYN SMAD4 MGST3 MICB MID1 MNDA MRC1 MSH2 ASPH MX2 MYC MYO6 NCF2 NOTCH1 NPC1 NRAS NUP88 SERPINE1 PAK2 CLEC4A GAL RNF138 ENPP1 PDPK1 STK26 SERPINE2 PIK3CA PIM1 PIK3R1 PKP1 PLAUR BCL11A PLSCR1 PMAIP1 ATP7A IL20RA TREM1 ZDHHC13 SNRK SPDL1 PAK1IP1 ZWILCH IFT57 SRGN PRKAA1 PRKACB CCDC88A PRKCA WWC3 PBK WSB2 GPRC5C MAPK10 EIF2AK2 PRLR CYP26B1 SMYD2 AKR1B10 PSMD5 PELI1 BAG1 PTGIS SPC25 PTGS2 PTK6 KIAA1324 PTPRE PXN PLEKHB1 RAB27A BCL2 BCL2A1 RGS1 RGS10 SAV1 RPS6 RPS6KA3 RSU1 S100A4 S100A6 CCL8 CXCL5 BIK PBLD SFRP1 SCG5 CLEC7A SMURF2 RBM15 DEPTOR STIL SKP2 DDRGK1 SOX10 SPTBN1 SREBF1 SRF BSG MAP3K7 TBL1X TCF7L2 BUB1 TMBIM6 BUB1B TFAP2B TFDP1 TIMP1 C1QBP TLE1 TLR1 TSPAN8 TP53BP2 C3AR1 TTK TYROBP ZIC1 IL1R2 DEK SPRY4 SEH1L NCOA3 FZD4 FZD7 CASP1 TCF7L1 HIST1H4H STK24 DYRK2 CUL4A OGT GPR65 PIK3R3 IFITM1 DGKD TSPYL5 CAV1 CAV2 ACTL6A RUNX3 IRS2 MARCO TNFRSF10B PEX11A INPP4B SPHK1 CPNE3 WASF1 CCNE1 NOL3 CLIC3 ATP6V0D1 SMC3 PDCD5 ARHGEF2 LRRFIP2 RPS6KA5 ITGB1BP1 CD14 SLC9A3R1 NMT2 CD86 MED17 GSTO1 AIM2 ARHGEF6 IL27RA SH3BP5 THEMIS2 PSMF1 MAGED1 ADAMTS1 ATP6V1G1 CD47 SOCS5 CEP57 ARHGAP32 CD151 MELK TRIL CDC20 KIF14 NUP153 CDH1 CASP8AP2"
"57"	"BP"	"GO:1902106"	0.00277146693467807	2.89609164420485	5.71665228645384	13	41	"negative regulation of leukocyte differentiation"	"CDKN2A ERBB2 TMEM176B IRF1 LYN MYC PIK3R1 TMEM176A PTPN2 SFRP1 CUL4A INPP4B SOCS5"
"58"	"BP"	"GO:0030183"	0.00296425134171	2.73024244332494	6.41380500431406	14	46	"B cell differentiation"	"CEBPG MALT1 GPR183 PLCL2 KIT MSH2 PIK3R1 BCL11A PPP2R3C PCID2 PTPN2 BCL2 SFRP1 XBP1"
"59"	"BP"	"GO:0010942"	0.00298365572721827	1.53591027144772	44.3389128559103	62	318	"positive regulation of cell death"	"CDKN2A VAV3 RRAGA CLU DAP DAPK1 NQO1 DUSP6 AKT1 CDK19 ARHGEF9 LY96 SPDEF NR3C1 HMGCR IGFBP3 KCNMA1 RHOB LYN MNDA MYC ATF3 NCF2 NCK1 NOTCH1 PAK2 GAL PDCD2 PLAUR PMAIP1 IL20RA IFT57 PTGIS PTGS2 PTPN2 BCL2 SAV1 RPS6 BIK SFRP1 BUB1 TFAP2A TFAP2B TFDP1 C1QBP TOP2A TP53BP2 UCP2 XBP1 CASP1 CAV1 RUNX3 TNFRSF10B TSC22D1 PDCD5 ARHGEF2 CD14 SLC9A3R1 ARHGEF6 MAGED1 MELK CASP8AP2"
"60"	"BP"	"GO:0097285"	0.00301234129264976	1.66103331723805	30.1169974115617	45	216	"cell-type specific apoptotic process"	"OPTN CDKN2A CORO1A CLN3 CTSL NQO1 TSC22D3 AKT1 TRIM2 CLEC5A FYN G6PD GATA3 TNFRSF21 NR3C1 HCLS1 HMGCR KRT8 KRT18 RHOB LYN MSH2 MYC NCF2 SERPINE1 PDPK1 PIK3CA PIP PMAIP1 ATP7A PRKCA BCL2 RPS6 CCL2 SFRP1 TCF7L2 TFAP2A TFAP2B WFS1 XBP1 NDNF CAV1 IRS2 NOL3 KIF14"
"61"	"BP"	"GO:0044281"	0.00354822198152884	1.28314418450307	163.552027610009	193	1173	"small molecule metabolic process"	"LPCAT3 AKR1A1 CDS1 ST3GAL6 ACAA2 ECI2 SEC23A DNPH1 HPSE NUPL2 ERLIN2 SLC6A14 DUSP12 ADCY7 CLN3 PLIN2 CRABP1 CRAT CYB5A CYP2J2 DCK DDC DHCR24 NQO1 ABAT SLC26A2 AK4 AKT1 ETFB FABP5 FABP6 ACSL4 FAH FASN ALDH3B2 FGFR4 SEPHS2 RPIA NT5C2 AKR1B1 GPD1L GPR161 SLC35A3 GCAT QPRT TGDS NNT ALOX15B CERS6 G6PD GALE GAMT SAMHD1 AMD1 GATA3 GCHFR GHR ACAD8 GNMT TNFRSF21 GLS GNAI3 GNAS GPX4 NDUFAF4 NR3C1 GSTZ1 DSE HDLBP HGD STOML2 HMGCR HMGCS2 HPRT1 IDH1 APOD IGFBP3 ITPR2 KCNMA1 LBR LDHB LPL MAOA ME2 MGST2 MGST3 MME ALDH6A1 ASNS MSH2 ATF3 NNMT NPC1 NUP88 ACOX1 PCK2 DCXR ENPP1 PFKM PIK3CA PIK3R1 PLA2G4A PLSCR1 PLTP PMAIP1 ATP7A UGT2B28 CROT PDP1 RETSAT PPP1R3D DALRD3 PNPO ECHDC2 CSGALNACT2 ENOSF1 PRKAA1 PRKACB FAR2 PRKCA CYP26B1 AKR1B10 PSMD5 PTGIS PTGS2 PTPN2 ELOVL5 MSMO1 SC5D SCD SCP2 MCCC2 XYLT1 BLVRB SLC1A3 SLC2A3 PYCRL SLC16A1 SLC25A1 AACS SOAT1 SORD AKR1D1 SREBF1 BSG TBL1X TCF7L2 TFAP2B TK1 TM7SF2 TSTA3 TYMS UCP2 UGDH WFS1 XBP1 ELOVL6 CARS2 CERS4 NDNF SRD5A3 PPCS ACSF2 SEH1L ACOX2 ACOX3 DYRK2 OGT GPR65 PIK3R3 CHST1 AGPS KMO CAV1 IRS2 CBR1 MTMR1 PEX11A INPP4B SPHK1 CPNE3 MTMR2 PAPSS2 HACD1 GGTLC1 QKI GSTO1 GGPS1 PSMF1 SPTLC2 GFPT2 HS3ST1 NUP153"
"62"	"BP"	"GO:0051251"	0.00361579056848345	1.83714577110804	19.1019844693701	31	137	"positive regulation of lymphocyte activation"	"RASGRP1 VAV3 MALT1 CORO1A MAP3K8 GPR183 AIF1 AKT1 FYN GATA3 IL18 LYN NCK1 PAK2 PDPK1 PIK3CA PIK3R1 PPP2R3C PCID2 PELI1 BCL2 CCL2 MAP3K7 XBP1 VTCN1 CAV1 IRS2 AP3D1 CD86 CD47 SOCS5"
"63"	"BP"	"GO:0042493"	0.00362297262582656	1.64114879658179	30.3958584987058	45	218	"response to drug"	"VAV3 CENPF PLIN2 CPB2 CYBA CYP2J2 DDC ABAT DPYSL2 DUSP6 AK4 FYN GATA3 GNAS GRK5 HDAC2 HMGB2 HMGCS2 APOD ABCC6 LPL LYN MMP7 MYC MYO6 NCF2 NNMT NPC1 SLC22A18 GAL PTGS2 BCL2 CCL2 SFRP1 SLC1A3 AACS SORD SREBF1 TYMS XBP1 CAV1 CCNE1 CD86 AIM2 CDH1"
"64"	"BP"	"GO:0050732"	0.00367967832755874	4.14583333333333	2.7886108714409	8	20	"negative regulation of peptidyl-tyrosine phosphorylation"	"CD300A PTK6 PTPN2 SAMSN1 SFRP1 CAV1 SH3BP5 SOCS5"
"65"	"BP"	"GO:0070661"	0.00388942712674079	1.84674126720097	18.4048317515099	30	132	"leukocyte proliferation"	"CDKN2A VAV3 MALT1 CORO1A CD300A VSIG4 CLU GPR183 AHR AIF1 ERBB2 PLCL2 FYN TNFRSF21 HPRT1 IL18 IRF1 KIT LYN MNDA NCK1 GAL PELI1 BCL2 RPS6 CCL8 VTCN1 IRS2 CD86 CD151"
"66"	"BP"	"GO:0030889"	0.00403103699294261	7.75684931506849	1.2548748921484	5	9	"negative regulation of B cell proliferation"	"CDKN2A CD300A TNFRSF21 LYN MNDA"
"67"	"BP"	"GO:0080134"	0.00404075365363857	1.34891866574349	96.346505608283	120	691	"regulation of response to stress"	"TANK DNAJB6 AP1M2 RASGRP1 CDKN2A CEBPG AGR2 RAD51AP1 HPSE MALT1 NUPL2 DUSP10 CLU CLN3 MAP3K8 CPB2 CTSL CTSS CYBA DUSP4 DUSP6 DUSP7 SPRED2 AKT1 FCGR3B FCN1 TNIK FOXM1 CDK19 KANK1 LY96 CADM1 FYN SAMHD1 LSM14A GATA3 MDFIC UBQLN2 HMGCR HPX IFI16 IFNAR2 APOD IL18 IRF1 ITPR2 LYN MICB MID1 MYC NCK1 NPC1 NRAS NUP88 SERPINE1 PAK2 CLEC4A PDPK1 STK26 SERPINE2 PIK3R1 PLAUR PLSCR1 PMAIP1 TREM1 YIPF1 NSMCE4A FANCL PNPO PRKACB PRKCA PBK MAPK10 EIF2AK2 KLK7 SMYD2 PSMD5 PELI1 SMAGP BAG1 PTGIS PTGS2 KIAA1324 PTPN2 ACE2 RPS6KA3 SFRP1 CLEC7A SLC1A3 SNRPD1 SREBF1 MAP3K7 TMBIM6 C1QBP TLR1 TSPAN8 WFS1 XBP1 DEK PIP4K2C SEH1L FZD4 FZD7 CASP1 STK24 CUL4A CAV1 ACTL6A MARCO NOL3 ARHGEF2 RPS6KA5 CD14 CD86 AIM2 PSMF1 BAG2 CD47 TRIL NUP153"
"68"	"BP"	"GO:0007187"	0.00414304282666485	2.87649787398531	5.2983606557377	12	38	"G-protein coupled receptor signaling pathway, coupled to cyclic nucleotide second messenger"	"ADCY7 CCR1 GPR183 GPR161 GNA15 GNAI3 GNAS GRK5 PRKACB RGS1 CCL2 SLC9A3R1"
"69"	"BP"	"GO:0051707"	0.00417471272534785	1.45576635931872	55.3539257981018	74	397	"response to other organism"	"AP1M2 OPTN TRIM22 MALT1 IFI44L DUSP10 CLU CYBA AKT1 FCGR3B TNIK CDK19 LY96 FYN SAMHD1 LSM14A GATA3 CXCL1 HDAC2 HMGB2 HMGCS2 IFI16 IFNAR2 IL18 IRF1 ISG20 KRT8 STMN1 LYN MICB MMP7 MRC1 MX2 NCF2 NCK1 NOTCH1 SERPINE1 PAK2 PLSCR1 PMAIP1 TREM1 YIPF1 PPP2R3C FANCL PNPO PRKCA EIF2AK2 KLK7 PLSCR4 PELI1 PTGS2 PTX3 BCL2 RPS6KA3 CCL2 CCL8 CXCL5 CLEC7A SLC1A3 SNRPD1 TFAP2A C1QBP TLR1 XBP1 VTCN1 SEH1L CASP1 IFITM1 CAV1 CD14 CD86 AIM2 IL27RA CD47"
"70"	"BP"	"GO:0002252"	0.00423192491973479	1.47441943111767	51.0315789473684	69	366	"immune effector process"	"AP1M2 RASGRP1 TRIM22 VAV3 CEBPG MALT1 IFI44L CORO1A DUSP10 CD300A VSIG4 CLU JAG1 GPR183 FCGR2A FCGR3B FCN1 TNIK PLCL2 CADM1 FYN SAMHD1 LSM14A GATA3 CYFIP2 HPX IFI16 IRF1 ISG20 ITPR2 KIT LYN MICB MSH2 MX2 NCK1 PAK2 PDPK1 PIK3CA PIK3R1 PLSCR1 PMAIP1 ATP7A TREM1 YIPF1 FANCL PNPO EIF2AK2 KLK7 SMAGP PTX3 RAB27A BCL2 RPS6 CCL2 SLC1A3 SNRPD1 MAP3K7 TMBIM6 C1QBP TYROBP XBP1 IFITM1 CD86 AIM2 IL27RA CD47 SOCS5 TRIL"
"71"	"BP"	"GO:0006006"	0.00454831083259881	1.9174364374906	15.476790336497	26	111	"glucose metabolic process"	"AKR1A1 DUSP12 AKT1 FABP5 G6PD GNMT NR3C1 APOD IGFBP3 ATF3 PCK2 DCXR ENPP1 PFKM PIK3CA PMAIP1 PPP1R3D PRKAA1 PRKACB PTPN2 SLC25A1 SORD TFAP2B DYRK2 OGT IRS2"
"72"	"BP"	"GO:0006984"	0.0047993996536393	3.49960888610763	3.48576358930112	9	25	"ER-nucleus signaling pathway"	"AGR2 ERLIN2 ASNS ATF3 NCK1 PTPN2 CCL2 WFS1 XBP1"
"73"	"BP"	"GO:0032760"	0.00485381171835297	2.97877911734221	4.74063848144953	11	34	"positive regulation of tumor necrosis factor production"	"RASGRP1 ARFGEF2 CLU CYBA LY96 HDAC2 PIK3R1 CCL2 TLR1 ARHGEF2 CD14"
"74"	"BP"	"GO:0050778"	0.00500000660487406	1.4698457615959	49.637273511648	67	356	"positive regulation of immune response"	"TANK RASGRP1 VAV3 MALT1 CD300A VSIG4 CLU MAP3K8 CTSL CTSS CYBA DUSP4 DUSP6 DUSP7 FCGR2A FCN1 PLCL2 LY96 CADM1 FYN LSM14A GATA3 CYFIP2 TNFRSF21 STOML2 HPX IFI16 IRF1 ITPR2 KCNN4 LYN MICB MNDA NCK1 NRAS PAK2 CLEC4A PDPK1 PIK3CA PIK3R1 PLSCR1 PRKACB MAPK10 KLK7 PSMD5 PELI1 SMAGP PTPN2 BCL2 RPS6KA3 CLEC7A MAP3K7 C1QBP TLR1 C3AR1 XBP1 CAV1 MARCO RPS6KA5 CD14 CD86 AIM2 IL27RA THEMIS2 PSMF1 SOCS5 TRIL"
"75"	"BP"	"GO:0030155"	0.00506460705596953	1.49678299762357	44.4783433994823	61	319	"regulation of cell adhesion"	"RASGRP1 CDKN2A VAV3 AGR2 MALT1 CORO1A CD300A VSIG4 MAP3K8 AIF1 ERBB2 AKT1 FBLN2 KANK1 GTPBP4 FYN GATA3 TNFRSF21 RND1 GPM6B FOXA1 APOD IL18 IRF1 LYN NCK1 NOTCH1 SERPINE1 PAK2 PDPK1 SERPINE2 PIK3CA PIK3R1 PODXL PRKCA PRKX PRLR CYP26B1 PELI1 PTPN2 BCL2 RSU1 CCL2 SFRP1 SRF MAP3K7 C1QBP XBP1 NDNF VTCN1 FZD4 FZD7 CAV1 AP3D1 HACD1 ITGB1BP1 CD86 CD47 SOCS5 KIF14 CDH1"
"76"	"BP"	"GO:0030033"	0.00516207421459045	5.32240826505166	1.81259706643658	6	13	"microvillus assembly"	"TNIK STK26 PODXL FSCN1 KLF5 SLC9A3R1"
"77"	"BP"	"GO:0033875"	0.00543180234108433	4.34943820224719	2.37031924072476	7	17	"ribonucleoside bisphosphate metabolic process"	"SLC26A2 HMGCR ENPP1 CROT MCCC2 PPCS PAPSS2"
"78"	"BP"	"GO:0034032"	0.00543180234108433	4.34943820224719	2.37031924072476	7	17	"purine nucleoside bisphosphate metabolic process"	"SLC26A2 HMGCR ENPP1 CROT MCCC2 PPCS PAPSS2"
"79"	"BP"	"GO:0033559"	0.00547706242688304	2.61424223980523	6.13494391716997	13	44	"unsaturated fatty acid metabolic process"	"CYP2J2 ALOX15B GPX4 MGST2 ACOX1 PLA2G4A PTGIS PTGS2 ELOVL5 SCD SCP2 CBR1 GGTLC1"
"80"	"BP"	"GO:0034134"	0.00547706242688304	2.61424223980523	6.13494391716997	13	44	"toll-like receptor 2 signaling pathway"	"MAP3K8 CYBA DUSP4 DUSP6 DUSP7 LY96 LYN MAPK10 PELI1 RPS6KA3 MAP3K7 RPS6KA5 CD14"
"81"	"BP"	"GO:0046777"	0.00552626917468697	1.9098682366134	14.9190681622088	25	107	"protein autophosphorylation"	"DAPK1 ERBB2 ERBB4 AKT1 FGFR2 FGFR4 TNIK FYN GRK5 MKNK2 KIT LYN NEK2 PAK2 ENPP1 PDPK1 STK26 PIM1 PRKCA EIF2AK2 PRKX PTK6 STK24 CAV1 MELK"
"82"	"BP"	"GO:0001775"	0.00554750446558076	1.40940361849453	63.0226056945643	82	452	"cell activation"	"RASGRP1 DHRS2 CDKN2A VAV3 CEBPG MALT1 CORO1A CD300A VSIG4 CLU MAP3K8 GPR183 EGF AHR AIF1 ERBB2 AKT1 F13A1 PLCL2 FYN GATA3 TNFRSF21 GNA15 GNAI3 GNAS STOML2 HPRT1 IL18 IRF1 ITPR2 KIT RHOB LYN SMAD4 MICB MNDA MSH2 NCK1 SERPINE1 PAK2 GAL PDPK1 SERPINE2 PIK3CA PIK3R1 PLA2G4A BCL11A PLSCR1 ATP7A PPP2R3C SRGN PRKCA PCID2 PRLR CYP26B1 PELI1 PTPN2 PTPRE RAB27A BCL2 RPS6 CCL2 SAMSN1 SFRP1 CLEC7A SRF MAP3K7 TIMP1 TLR1 TYROBP XBP1 VTCN1 FZD7 DGKD CAV1 IRS2 AP3D1 CD86 IL27RA CD47 SOCS5 CD151"
"83"	"BP"	"GO:0048513"	0.00555346504965517	1.26151745903712	170.802415875755	199	1225	"organ development"	"DNAJB6 RASGRP1 DHRS2 IRX5 CDKN2A HMG20B BASP1 CEBPG AGR2 CENPF HPSE MALT1 CHI3L1 ADD2 CCR1 CPB2 CRIP2 MYL6B CTSV DHCR24 DMD DPYSL2 JAG1 TSC22D3 DUSP6 GPR183 EGF AHR ELF5 EN1 AK4 ERBB2 ERBB4 AKT1 EZH2 FANCG FASN EFEMP1 FGFR2 BTBD3 FOXC1 FOXM1 AKR1B1 PLCL2 CLEC5A CADM1 FJX1 ALOX15B FYN G6PD SPDEF ASPM GAMT WWTR1 CNTNAP2 ABCA12 GATA3 GNAS GPM6B SIGLEC15 MKNK2 TMEM176B NR3C1 GPSM2 HCLS1 HDAC2 HMGB2 HMGCR HMGCS2 FOXA1 HOXB2 HPRT1 IDH1 IFI16 APOD IRF1 AR ITGB4 KCNMA1 KIT KRT8 KRT16 KRT19 STMN1 ARL3 LYN SMAD4 MBP MME ASNS MSH2 MSN MSX2 MYC MYO6 NAB1 ATF3 NFIB NFIC NNMT NOTCH1 NRAS GMNN GAL MEX3C PDCD2 ENPP1 PDPK1 SERPINB5 SERPINE2 PIK3CA PIK3R1 PLAGL1 BCL11A ATP7A PODXL SNRK PPP2R3C IFT57 TMEM176A SRGN PRKAA1 PRKCA PCID2 EIF2AK2 PRKX PRLR CYP26B1 SMYD2 PTGIS PTGS2 PTPN2 BCL2 SAV1 RPS6 S100A4 CCL2 BIK PBLD SEPP1 SFRP1 SGCB RBM15 STIL AACS SOX10 SREBF1 SRF BSG SVIL KLF5 TCF7L2 TMBIM6 TFAP2A TFAP2B TIMP1 TK1 TLE1 TOP2A TP53BP2 C3AR1 TYMS TYROBP UCP2 WFS1 XBP1 ZIC1 NCOA3 FZD4 FZD7 TCF7L1 HIST1H4H CUL4A OGT CAV1 CAV2 ACTL6A RUNX3 IRS2 INPP4B PROM1 SPHK1 AP3D1 CCNE1 PAPSS2 ATP6V0D1 CCNB2 HACD1 ITGB1BP1 TRIP11 SLC9A3R1 CD86 MAGED1 ADAMTS1 SOCS5 MELK SEC16A KIF14 CDH1"
"84"	"BP"	"GO:0072329"	0.00559962269675556	2.39984479580949	7.52924935289042	15	54	"monocarboxylic acid catabolic process"	"AKR1A1 ECI2 CRABP1 CRAT ABAT AKT1 ACAD8 ACOX1 CROT CYP26B1 SCP2 AKR1D1 ACOX2 ACOX3 IRS2"
"85"	"BP"	"GO:0009607"	0.00565075627167757	1.43001118444502	56.8876617773943	75	408	"response to biotic stimulus"	"AP1M2 OPTN TRIM22 MALT1 IFI44L DUSP10 CLU CYBA AKT1 FCGR3B TNIK CDK19 LY96 FYN SAMHD1 LSM14A GATA3 CXCL1 HDAC2 HMGB2 HMGCS2 IFI16 IFNAR2 IL18 IRF1 ISG20 KRT8 STMN1 LYN MICB MMP7 MRC1 MX2 NCF2 NCK1 NOTCH1 SERPINE1 PAK2 PLSCR1 PMAIP1 TREM1 YIPF1 PPP2R3C FANCL PNPO PRKCA EIF2AK2 KLK7 PLSCR4 PELI1 PTGS2 PTX3 BCL2 RPS6KA3 CCL2 CCL8 CXCL5 CLEC7A SLC1A3 SNRPD1 TFAP2A C1QBP TLR1 WFS1 XBP1 VTCN1 SEH1L CASP1 IFITM1 CAV1 CD14 CD86 AIM2 IL27RA CD47"
"86"	"BP"	"GO:0000070"	0.00592828133133058	2.12042820930654	10.4572907679034	19	75	"mitotic sister chromatid segregation"	"NDC80 CENPF KIF18B FBXO5 NEK2 SPDL1 NCAPG BUB1 BUB1B TTK SEH1L PSRC1 CDC16 SMC3 PTTG1 CEP57 DLGAP5 CDC20 KIF14"
"87"	"BP"	"GO:0050863"	0.00599996558388671	1.727	21.3328731665229	33	153	"regulation of T cell activation"	"RASGRP1 CDKN2A MALT1 CORO1A CD300A VSIG4 MAP3K8 AIF1 ERBB2 AKT1 FYN GATA3 TNFRSF21 IL18 IRF1 LYN NCK1 PAK2 PDPK1 PIK3CA PIK3R1 CYP26B1 PELI1 PTPN2 CCL2 MAP3K7 XBP1 VTCN1 CAV1 AP3D1 CD86 CD47 SOCS5"
"88"	"BP"	"GO:0006633"	0.00618349187010741	2.16236611489776	9.76013805004314	18	70	"fatty acid biosynthetic process"	"ERLIN2 FASN ALOX15B LPL MGST2 PRKAA1 PTGIS PTGS2 ELOVL5 MSMO1 SC5D SCD XBP1 ELOVL6 CBR1 HACD1 GGTLC1 QKI"
"89"	"BP"	"GO:0044242"	0.00620603412126889	2.02056494966279	11.9910267471959	21	86	"cellular lipid catabolic process"	"ECI2 CRABP1 CRAT AKT1 FABP5 FABP6 ACAD8 IDH1 LPL ACOX1 PLA2G4A CROT PRKACB CYP26B1 AKR1B10 SCP2 SRD5A3 ACOX2 ACOX3 IRS2 SPHK1"
"90"	"BP"	"GO:0016054"	0.00626905818356673	1.88647309544692	15.0584987057808	25	108	"organic acid catabolic process"	"AKR1A1 ECI2 CRABP1 CRAT ABAT AKT1 FAH GCAT QPRT ACAD8 GLS GSTZ1 HGD ALDH6A1 ACOX1 CROT ENOSF1 CYP26B1 SCP2 MCCC2 AKR1D1 ACOX2 ACOX3 KMO IRS2"
"91"	"BP"	"GO:1902652"	0.00641201113239842	2.21141487568479	9.06298533218292	17	65	"secondary alcohol metabolic process"	"ACAA2 ERLIN2 DHCR24 G6PD HDLBP HMGCR HMGCS2 LBR NPC1 PRKAA1 MSMO1 SC5D SOAT1 AKR1D1 SREBF1 TM7SF2 GGPS1"
"92"	"BP"	"GO:0045471"	0.00660103495908589	2.26951331496786	8.36583261432269	16	60	"response to ethanol"	"ADCY7 NQO1 ABAT FYN G6PD GATA3 HDAC2 HMGCR HMGCS2 ITPR2 PRKAA1 CCL2 AACS TYMS CCNE1 CD14"
"93"	"BP"	"GO:0048010"	0.00677907709541088	1.69470079160002	22.3088869715272	34	160	"vascular endothelial growth factor receptor signaling pathway"	"RASGRP1 VAV3 CYBA DUSP6 DUSP7 EGF ERBB2 ERBB4 AKT1 FGFR2 FGFR4 FOXC1 FYN CYFIP2 ITPR2 KIT NCF2 NCK1 NRAS PAK2 PDPK1 PIK3CA PIK3R1 PRKCA PSMD5 PXN CCL2 SPTBN1 XBP1 FZD4 CAV1 IRS2 SPHK1 PSMF1"
